file,player1,player2,rps_winner,game1_winner,starting_hand_player1,starting_hand_player2
1313181-76248357.json,Fryderyk Chopin,Delpri2000,True,False,"Poseidra, the Storming Atlantean%%%%Dominus Impulse%%%%Neptabyss, the Atlantean Prince%%%%Called by the Grave%%%%Mermail Abyssteus%%%%","Cooky☆Yummy%%%%Mitsurugi no Mikoto, Aramasa%%%%Mulcharmy Fuwalos%%%%Mitsurugi Mirror%%%%Pre-Preparation of Rites%%%%"
1313181-76261736.json,Fryderyk Chopin,(SKD)_Terrazas,True,True,Anti-Magic Arrows%%%%Mermail Shadow Squad%%%%Friller Rabca%%%%Mermail Shadow Squad%%%%Anti-Magic Arrows%%%%,"K9-66a Jokul%%%%K9-17 Izuna%%%%K9-66b Lantern%%%%""A Case for K9""%%%%Mulcharmy Fuwalos%%%%"
1313181-76261816.json,Fryderyk Chopin,MASTEROFDB,True,True,"Friller Rabca%%%%Mermail Abysspike%%%%Mulcharmy Fuwalos%%%%Mermail Shadow Squad%%%%Neptabyss, the Atlantean Prince%%%%",Fire King Island%%%%Ghost Belle & Haunted Mansion%%%%Fire King Courtier Ulcanix%%%%Legendary Fire King Ponix%%%%Sacred Fire King Garunix%%%%
1313181-76261868.json,Fryderyk Chopin,cuquockha,True,False,"Abyssrhine, the Atlantean Spirit%%%%Sales Ban%%%%Dominus Impulse%%%%Deep Sea Minstrel%%%%Poseidra, the Storming Atlantean%%%%",Cyber Revsystem%%%%Cyber Dragon%%%%Cybernetic Overflow%%%%Cybernetic Horizon%%%%Overload Fusion%%%%
1313181-76261890.json,Fryderyk Chopin,ihuntkirby,False,,"Mermail Shadow Squad%%%%Poseidra, the Storming Atlantean%%%%Mermail Abysspike%%%%Neptabyss, the Atlantean Prince%%%%Sales Ban%%%%",Ready Fusion%%%%Instant Fusion%%%%Danger! Nessie!%%%%Danger! Mothman!%%%%King's Sarcophagus%%%%
1313181-76261907.json,Fryderyk Chopin,minhnhat,False,True,"Poseidra, the Storming Atlantean%%%%Deep Sea Minstrel%%%%Dominus Impulse%%%%Mermail Shadow Squad%%%%Anti-Magic Arrows%%%%",Speedroid Colonel Clackers%%%%Red Hared Hasty Horse%%%%Speedroid Marble Machine%%%%Mulcharmy Purulia%%%%Triple Tactics Talent%%%%
1313181-76263378.json,Fryderyk Chopin,efraiboy,False,False,Mermail Shadow Squad%%%%Mermail Abysspike%%%%Mermail Shadow Squad%%%%Atlantean Dragoons%%%%Friller Rabca%%%%,K9-04 Noroi%%%%Ancient Gear Dark Golem%%%%K9-17 Izuna%%%%Raigeki%%%%K9-04 Noroi%%%%
1313181-76263783.json,Fryderyk Chopin,darksnow,False,False,Dominus Impulse%%%%Mermail Abyssteus%%%%Mermail Shadow Squad%%%%Deep Sea Minstrel%%%%Mermail Abyssteus%%%%,Marshmao☆Yummy%%%%Ghost Belle & Haunted Mansion%%%%Droll & Lock Bird%%%%Mulcharmy Fuwalos%%%%Mitsurugi Prayers%%%%
1313181-76264219.json,Fryderyk Chopin,Sinn0h,True,True,"Atlantean Dragoons%%%%Mulcharmy Fuwalos%%%%Neptabyss, the Atlantean Prince%%%%Mulcharmy Fuwalos%%%%Deep Sea Minstrel%%%%",Called by the Grave%%%%Infinite Impermanence%%%%Ritual Beast Inheritance%%%%Spiritual Beast Cannahawk%%%%Spiritual Beast Rampengu%%%%
1313181-76264582.json,Fryderyk Chopin,Untouchable.,False,False,"Ash Blossom & Joyous Spring%%%%Mulcharmy Fuwalos%%%%Neptabyss, the Atlantean Prince%%%%Atlantean Dragoons%%%%Atlantean Heavy Infantry%%%%",Treasures of the Kings%%%%Mystical Elf%%%%The Man with the Mark%%%%Dominus Impulse%%%%Merciless Scorpion of Serket%%%%
1313181-76264800.json,Fryderyk Chopin,ybxjsos,True,True,"Atlantean Dragoons%%%%Sales Ban%%%%Neptabyss, the Atlantean Prince%%%%Mulcharmy Fuwalos%%%%Atlantean Dragoons%%%%",Mementotlan Fusion%%%%Mementotlan Bone Party%%%%Mementotlan Tatsunootoshigo%%%%Triple Tactics Talent%%%%Book of Eclipse%%%%
1313181-76265148.json,Fryderyk Chopin,Grkm,False,False,"Deep Sea Minstrel%%%%Abyssrhine, the Atlantean Spirit%%%%Called by the Grave%%%%Sales Ban%%%%Mermail Abysspike%%%%",Ghost Belle & Haunted Mansion%%%%Dracotail Faimena%%%%Dracotail Sting%%%%Dracotail Mululu%%%%Ash Blossom & Joyous Spring%%%%
1313181-76265465.json,Fryderyk Chopin,Ascends,True,True,"Dominus Impulse%%%%Mermail Shadow Squad%%%%Sales Ban%%%%Anti-Magic Arrows%%%%Neptabyss, the Atlantean Prince%%%%","Nibiru, the Primal Being%%%%Rite of Aramesir%%%%Glow-Up Bulb%%%%Fateful Adventure%%%%Red Rose Dragon%%%%"
1313181-76271363.json,Fryderyk Chopin,OmniSasquatch,False,False,"Mermail Abyssteus%%%%Poseidra, the Storming Atlantean%%%%Friller Rabca%%%%Dominus Spiral%%%%Abyssrhine, the Atlantean Spirit%%%%",Dracotail Urgula%%%%Droll & Lock Bird%%%%Dracotail Mululu%%%%Dracotail Lukias%%%%K9-17 Izuna%%%%
1313181-76271811.json,Fryderyk Chopin,euly,False,False,"Poseidra, the Storming Atlantean%%%%Barrier Statue of the Torrent%%%%Ash Blossom & Joyous Spring%%%%Deep Sea Diva%%%%Neptabyss, the Atlantean Prince%%%%",The Fallen & The Virtuous%%%%Fallen of Albaz%%%%The Fallen & The Virtuous%%%%Branded Opening%%%%Branded in High Spirits%%%%
1313181-76281503.json,Fryderyk Chopin,zempr,False,True,Called by the Grave%%%%Superancient Deepsea King Coelacanth%%%%Sales Ban%%%%Mermail Abysspike%%%%Mulcharmy Fuwalos%%%%,"Mulcharmy Fuwalos%%%%Branded Sword%%%%Fusion Duplication%%%%Guiding Quem, the Virtuous%%%%Branded Fusion%%%%"
1313181-76282484.json,Fryderyk Chopin,Delpri2000,False,True,Marshmao☆Yummy%%%%Pre-Preparation of Rites%%%%Marshmao☆Yummy%%%%Mitsurugi Ritual%%%%Pot of Prosperity%%%%,"Mulcharmy Fuwalos%%%%Bystial Druiswurm%%%%K9-66a Jokul%%%%Vanquish Soul, Start!%%%%""A Case for K9""%%%%"
1313181-76284145.json,Fryderyk Chopin,Ascends,False,False,Mermail Abyssteus%%%%Mulcharmy Fuwalos%%%%Deep Sea Minstrel%%%%Friller Rabca%%%%Anti-Magic Arrows%%%%,"White Rose Dragon%%%%Vengeful Witch%%%%Foolish Burial%%%%Water Enchantress of the Temple%%%%Nibiru, the Primal Being%%%%"
1313181-76284451.json,Fryderyk Chopin,unknown12,True,True,"Mermail Abyssteus%%%%Superancient Deepsea King Coelacanth%%%%Mermail Abyssteus%%%%Dominus Impulse%%%%Neptabyss, the Atlantean Prince%%%%",Mementotlan Bone Party%%%%K9-17 Izuna%%%%Mementomictlan%%%%Forbidden Droplet%%%%Mementotlan Dark Blade%%%%
1313181-76292955.json,Fryderyk Chopin,mannyray,False,False,"Mermail Abyssteus%%%%Mermail Shadow Squad%%%%Abyssrhine, the Atlantean Spirit%%%%Mulcharmy Fuwalos%%%%Atlantean Dragoons%%%%",Forbidden Droplet%%%%Gogogo Goblindbergh%%%%Onomatokage%%%%Forbidden Droplet%%%%Seventh Tachyon%%%%
1313181-76293383.json,Fryderyk Chopin,MASTEROFDB,True,,"Abyssrhine, the Atlantean Spirit%%%%Atlantean Dragoons%%%%Mulcharmy Fuwalos%%%%Mermail Abyssteus%%%%Neptabyss, the Atlantean Prince%%%%",Fire King Sanctuary%%%%Fire King Sky Burn%%%%Fire King High Avatar Kirin%%%%Fire King Courtier Ulcanix%%%%Legendary Fire King Ponix%%%%
1313181-76293390.json,Fryderyk Chopin,marcelosppp,False,,"Mermail Shadow Squad%%%%Called by the Grave%%%%Neptabyss, the Atlantean Prince%%%%Dominus Impulse%%%%Abyssrhine, the Atlantean Spirit%%%%",Crossout Designator%%%%Marshmao☆Yummy%%%%Cupsy☆Yummy%%%%Solfachord Solfegia%%%%Yummyusment☆Mignon%%%%
1313181-76293529.json,Fryderyk Chopin,luca_foramacchi,False,False,"Atlantean Dragoons%%%%Superancient Deepsea King Coelacanth%%%%Friller Rabca%%%%Abyssrhine, the Atlantean Spirit%%%%Neptabyss, the Atlantean Prince%%%%",Bonfire%%%%Cooky☆Yummy%%%%Ash Blossom & Joyous Spring%%%%Cupsy☆Yummy%%%%Snake-Eye Ash%%%%
1313181-76293734.json,Fryderyk Chopin,Labrys#031,True,True,"Abyssrhine, the Atlantean Spirit%%%%Barrier Statue of the Torrent%%%%Neptabyss, the Atlantean Prince%%%%Ash Blossom & Joyous Spring%%%%Abyssrhine, the Atlantean Spirit%%%%",Gem-Knight Dispersion%%%%Called by the Grave%%%%Sales Ban%%%%Triple Tactics Thrust%%%%Gem-Knight Dispersion%%%%
1313181-76294117.json,Fryderyk Chopin,Giggino,False,,"Anti-Magic Arrows%%%%Abyssrhine, the Atlantean Spirit%%%%Superancient Deepsea King Coelacanth%%%%Mulcharmy Fuwalos%%%%Neptabyss, the Atlantean Prince%%%%",Brilliant Fusion%%%%Lightning Storm%%%%Gem-Armadillo%%%%Gem-Knight Quartz%%%%Gem-Knight Fusion%%%%
1313181-76294130.json,Fryderyk Chopin,Foreign,False,False,"Abyssrhine, the Atlantean Spirit%%%%Poseidra, the Storming Atlantean%%%%Atlantean Dragoons%%%%Neptabyss, the Atlantean Prince%%%%Anti-Magic Arrows%%%%","Vanquish Soul Caesar Valius%%%%Bystial Magnamhut%%%%K9-66a Jokul%%%%""A Case for K9""%%%%Dogoran, the Mad Flame Kaiju%%%%"
1313181-76294395.json,Fryderyk Chopin,Daz40th,False,,"Mermail Abyssteus%%%%Dominus Impulse%%%%Poseidra, the Storming Atlantean%%%%Friller Rabca%%%%Atlantean Heavy Infantry%%%%","Ash Blossom & Joyous Spring%%%%""A Case for K9""%%%%Ame no Habakiri no Mitsurugi%%%%Mulcharmy Fuwalos%%%%K9-ØØ Lupis%%%%"
1313181-76294487.json,Fryderyk Chopin,Valance060203,True,False,Sales Ban%%%%Called by the Grave%%%%Friller Rabca%%%%Ash Blossom & Joyous Spring%%%%Dominus Impulse%%%%,"Blazing Cartesia, the Virtuous%%%%Triple Tactics Thrust%%%%Bystial Saronir%%%%Branded in High Spirits%%%%Branded in Red%%%%"
1313181-76294640.json,Fryderyk Chopin,omaneko32,True,True,"Neptabyss, the Atlantean Prince%%%%Mermail Shadow Squad%%%%Mulcharmy Fuwalos%%%%Dominus Impulse%%%%Abyssrhine, the Atlantean Spirit%%%%",Evenly Matched%%%%Trap Holic%%%%Infinite Impermanence%%%%Dominus Impulse%%%%Lady Labrynth of the Silver Castle%%%%
1313181-76296274.json,Fryderyk Chopin,Stevie077,True,True,"Dominus Impulse%%%%Abyssrhine, the Atlantean Spirit%%%%Atlantean Dragoons%%%%Neptabyss, the Atlantean Prince%%%%Ash Blossom & Joyous Spring%%%%",Cooky☆Yummy%%%%Cupsy☆Yummy%%%%Called by the Grave%%%%Mulcharmy Fuwalos%%%%Yummyusment☆Mignon%%%%
1313181-76296498.json,Fryderyk Chopin,Evanleduelliste,False,,"Sales Ban%%%%Neptabyss, the Atlantean Prince%%%%Mermail Abyssteus%%%%Poseidra, the Storming Atlantean%%%%Abyssrhine, the Atlantean Spirit%%%%","Super Polymerization%%%%Nibiru, the Primal Being%%%%Dracotail Urgula%%%%Dracotail Pan%%%%Dracotail Urgula%%%%"
1313181-76297081.json,Fryderyk Chopin,xmatriz,False,False,"Neptabyss, the Atlantean Prince%%%%Mulcharmy Fuwalos%%%%Neptabyss, the Atlantean Prince%%%%Mulcharmy Fuwalos%%%%Mermail Abyssteus%%%%","Dracotail Lukias%%%%Nibiru, the Primal Being%%%%Blazing Cartesia, the Virtuous%%%%Ash Blossom & Joyous Spring%%%%Dracotail Flame%%%%"
1313181-76299120.json,Fryderyk Chopin,Adriano Tabasso,True,True,Called by the Grave%%%%Mermail Shadow Squad%%%%Dominus Impulse%%%%Mulcharmy Fuwalos%%%%Mermail Abysspike%%%%,Yummy☆Surprise%%%%Ghost Belle & Haunted Mansion%%%%Pot of Prosperity%%%%Mulcharmy Fuwalos%%%%Ghost Belle & Haunted Mansion%%%%
1313181-76299530.json,Fryderyk Chopin,Sarah Toscano,True,True,"Abyssrhine, the Atlantean Spirit%%%%Mulcharmy Fuwalos%%%%Mermail Shadow Squad%%%%Atlantean Heavy Infantry%%%%Neptabyss, the Atlantean Prince%%%%",Ghost Belle & Haunted Mansion%%%%Skull Meister%%%%Obedience Schooled%%%%Marshmao☆Yummy%%%%Called by the Grave%%%%
1313181-76302777.json,Fryderyk Chopin,kynar2025,True,True,"Dominus Impulse%%%%Neptabyss, the Atlantean Prince%%%%Atlantean Heavy Infantry%%%%Sales Ban%%%%Atlantean Dragoons%%%%",Pre-Preparation of Rites%%%%Mulcharmy Meowls%%%%Mulcharmy Fuwalos%%%%Cupsy☆Yummy%%%%Crossout Designator%%%%
1313181-76304536.json,Fryderyk Chopin,Reid Richards,True,False,"Dominus Impulse%%%%Poseidra, the Storming Atlantean%%%%Superancient Deepsea King Coelacanth%%%%Mulcharmy Fuwalos%%%%Ash Blossom & Joyous Spring%%%%",Dracotail Lukias%%%%Rahu Dracotail%%%%Dracotail Faimena%%%%Dark End Evaporation Dragon%%%%Dracotail Faimena%%%%
1313181-76305964.json,Fryderyk Chopin,hxppyfxxt,True,True,"Poseidra, the Storming Atlantean%%%%Mermail Shadow Squad%%%%Mulcharmy Fuwalos%%%%Mermail Abysspike%%%%Dominus Impulse%%%%",Mulcharmy Fuwalos%%%%Ash Blossom & Joyous Spring%%%%Backup @Ignister%%%%Maliss <C> MTP-07%%%%Maliss <P> March Hare%%%%
1313181-76308977.json,Fryderyk Chopin,Lupus Infabula,True,False,Atlantean Dragoons%%%%Deep Sea Minstrel%%%%Atlantean Dragoons%%%%Mermail Shadow Squad%%%%Atlantean Heavy Infantry%%%%,Maliss <P> March Hare%%%%Allure of Darkness%%%%Dominus Impulse%%%%Dimension Shifter%%%%Mulcharmy Fuwalos%%%%
1313181-76309536.json,Fryderyk Chopin,kabl1504,False,False,Friller Rabca%%%%Called by the Grave%%%%Sales Ban%%%%Deep Sea Minstrel%%%%Ash Blossom & Joyous Spring%%%%,Yummy☆Surprise%%%%Mulcharmy Fuwalos%%%%Cupsy☆Yummy%%%%Sky Striker Mobilize - Engage!%%%%Ash Blossom & Joyous Spring%%%%
1313181-76310235.json,Fryderyk Chopin,Delpri2000,False,True,"Neptabyss, the Atlantean Prince%%%%Atlantean Heavy Infantry%%%%Mermail Shadow Squad%%%%Dominus Impulse%%%%Ash Blossom & Joyous Spring%%%%",Forbidden Droplet%%%%K9-17 Izuna%%%%Super Polymerization%%%%Forbidden Droplet%%%%K9-17 Izuna%%%%
1313181-76310709.json,Fryderyk Chopin,Delpri2000,False,False,"Mermail Abyssteus%%%%Sales Ban%%%%Abyssrhine, the Atlantean Spirit%%%%Sales Ban%%%%Dominus Impulse%%%%","K9-17 Izuna%%%%K9-66a Jokul%%%%Bystial Magnamhut%%%%""A Case for K9""%%%%K9-66a Jokul%%%%"
1313181-76311145.json,Fryderyk Chopin,Delpri2000,False,False,"Ghost Belle & Haunted Mansion%%%%Dracotail Sting%%%%Nibiru, the Primal Being%%%%Ghost Belle & Haunted Mansion%%%%Ash Blossom & Joyous Spring%%%%",Reinforcement of the Army%%%%Ash Blossom & Joyous Spring%%%%Bystial Magnamhut%%%%K9-17 Izuna%%%%K9-66a Jokul%%%%
1313181-76311730.json,Fryderyk Chopin,Delpri2000,True,False,Fallen of Albaz%%%%Dracotail Mululu%%%%Dracotail Lukias%%%%Rahu Dracotail%%%%Dracotail Flame%%%%,"Vanquish Soul Dr. Mad Love%%%%Mulcharmy Fuwalos%%%%""A Case for K9""%%%%Vanquish Soul Hollie Sue%%%%Ash Blossom & Joyous Spring%%%%"
1313181-76329600.json,Fryderyk Chopin,Reid Richards,True,False,"Poseidra, the Storming Atlantean%%%%Mulcharmy Fuwalos%%%%Ash Blossom & Joyous Spring%%%%Poseidra, the Storming Atlantean%%%%Mermail Abysspike%%%%","Dracotail Lukias%%%%Light End Sublimation Dragon%%%%Dracotail Faimena%%%%Mulcharmy Fuwalos%%%%Nibiru, the Primal Being%%%%"
1313181-76330193.json,Fryderyk Chopin,PrivateChungus,False,True,"Mermail Shadow Squad%%%%Sales Ban%%%%Abyssrhine, the Atlantean Spirit%%%%Ash Blossom & Joyous Spring%%%%Deep Sea Minstrel%%%%",Marshmao☆Yummy%%%%Cupsy☆Yummy%%%%Solfachord Happiness%%%%Cooky☆Yummy%%%%DoSolfachord Cutia%%%%
1313181-76330685&match.json,Fryderyk Chopin,Swampyy_,True,False,Sales Ban%%%%Barrier Statue of the Torrent%%%%Mulcharmy Fuwalos%%%%Mulcharmy Fuwalos%%%%Sales Ban%%%%,Forbidden Droplet%%%%Cooky☆Yummy%%%%Ash Blossom & Joyous Spring%%%%Yummyusment☆Mignon%%%%Cupsy☆Yummy%%%%
1313181-76330685.json,Fryderyk Chopin,Swampyy_,True,False,Sales Ban%%%%Barrier Statue of the Torrent%%%%Mulcharmy Fuwalos%%%%Mulcharmy Fuwalos%%%%Sales Ban%%%%,Forbidden Droplet%%%%Cooky☆Yummy%%%%Ash Blossom & Joyous Spring%%%%Yummyusment☆Mignon%%%%Cupsy☆Yummy%%%%
1313181-76330935.json,Fryderyk Chopin,(Demon)DevimoVon,False,,Dracotail Sting%%%%Dracotail Lukias%%%%Dracotail Mululu%%%%Rahu Dracotail%%%%Mulcharmy Fuwalos%%%%,"Dark Spirit of Banishment%%%%Dark Sanctuary%%%%Curse Necrofear%%%%Spirit Message ""I""%%%%Doomdog Octhros%%%%"
1313181-76331013.json,Fryderyk Chopin,theFabledCoolCat,True,True,"Ash Blossom & Joyous Spring%%%%Neptabyss, the Atlantean Prince%%%%Sales Ban%%%%Abyssrhine, the Atlantean Spirit%%%%Barrier Statue of the Torrent%%%%",Pot of Extravagance%%%%Ash Blossom & Joyous Spring%%%%Primite Drillbeam%%%%Infinite Impermanence%%%%Dominus Purge%%%%
1313181-76331362.json,Fryderyk Chopin,TheBoss2928,True,True,Dracotail Pan%%%%Dracotail Sting%%%%Rahu Dracotail%%%%Dracotail Mululu%%%%Dracotail Mululu%%%%,Infinite Impermanence%%%%Mitsurugi Ritual%%%%Futsu no Mitama no Mitsurugi%%%%Yummyusment☆Mignon%%%%Infinite Impermanence%%%%
1313181-76331969.json,Fryderyk Chopin,I.C.T. - COOBRA,False,,"Poseidra, the Storming Atlantean%%%%Superancient Deepsea King Coelacanth%%%%Dominus Impulse%%%%Sales Ban%%%%Abyssrhine, the Atlantean Spirit%%%%",Terraforming%%%%Maliss <P> March Hare%%%%Maliss <P> Chessy Cat%%%%Maliss In Underground%%%%Allure of Darkness%%%%
1313181-76332710.json,Fryderyk Chopin,Gabo2good4u,False,True,Dracotail Horn%%%%Dracotail Pan%%%%Mulcharmy Fuwalos%%%%Dracotail Sting%%%%Dracotail Mululu%%%%,Tenacity of the Monarchs%%%%The Monarchs Revolt%%%%Vanity's Fiend%%%%The Monarchs Stormforth%%%%Tessera the Primal Squire%%%%
1313181-76352164.json,Fryderyk Chopin,ilBorro,False,False,"Gluttonous Reptolphin Greethys%%%%Neptabyss, the Atlantean Prince%%%%Mulcharmy Fuwalos%%%%Dominus Impulse%%%%Mermail Abyssteus%%%%",Maliss <P> White Rabbit%%%%Dominus Impulse%%%%Mulcharmy Purulia%%%%Dominus Impulse%%%%Maliss <P> March Hare%%%%
1313181-76352457.json,Fryderyk Chopin,bonny94,True,True,"Neptabyss, the Atlantean Prince%%%%Mermail Shadow Squad%%%%Poseidra, the Storming Atlantean%%%%Gluttonous Reptolphin Greethys%%%%Friller Rabca%%%%",Super Polymerization%%%%Fusion Deployment%%%%Bystial Saronir%%%%Springans Kitt%%%%Foolish Burial%%%%
1313181-76353258.json,Fryderyk Chopin,Zombiii,False,False,"Neptabyss, the Atlantean Prince%%%%Mermail Abysspike%%%%Atlantean Dragoons%%%%Deep Sea Diva%%%%Atlantean Heavy Infantry%%%%",Dracotail Pan%%%%Mulcharmy Fuwalos%%%%Ketu Dracotail%%%%Rahu Dracotail%%%%Fusion Deployment%%%%
1313181-76353754.json,Fryderyk Chopin,lupo alberto,False,True,"Deep Sea Diva%%%%Sales Ban%%%%Abyssrhine, the Atlantean Spirit%%%%Sales Ban%%%%Mermail Abyssteus%%%%",Lunalight Masquerade%%%%Luna Light Perfume%%%%Triple Tactics Thrust%%%%Book of Eclipse%%%%Lunalight Masquerade%%%%
1313181-76353797.json,Fryderyk Chopin,hydr@91,False,True,"Called by the Grave%%%%Mermail Shadow Squad%%%%Mermail Abysspike%%%%Abyssrhine, the Atlantean Spirit%%%%Mermail Shadow Squad%%%%","Ame no Habakiri no Mitsurugi%%%%Infinite Impermanence%%%%Ash Blossom & Joyous Spring%%%%Mitsurugi no Mikoto, Aramasa%%%%Infinite Impermanence%%%%"
1313181-76354291.json,Fryderyk Chopin,Cristian Vallinoti F.D.T,False,False,"Neptabyss, the Atlantean Prince%%%%Abyssrhine, the Atlantean Spirit%%%%Dominus Impulse%%%%Ash Blossom & Joyous Spring%%%%Atlantean Dragoons%%%%","Tenpai Dragon Paidra%%%%Nebulus, Dragon Ruler of Mishaps%%%%Tenpai Dragon Chundra%%%%Triple Tactics Talent%%%%Droll & Lock Bird%%%%"
1313181-76354670.json,Fryderyk Chopin,HasanKaymak,False,False,"Deep Sea Diva%%%%Barrier Statue of the Torrent%%%%Abyssrhine, the Atlantean Spirit%%%%Poseidra, the Storming Atlantean%%%%Anti-Magic Arrows%%%%",Ash Blossom & Joyous Spring%%%%Primite Lordly Lode%%%%Pot of Prosperity%%%%Effect Veiler%%%%Sage with Eyes of Blue%%%%
1313181-76354739.json,Fryderyk Chopin,CalebW_304,False,True,"Ash Blossom & Joyous Spring%%%%Neptabyss, the Atlantean Prince%%%%Sales Ban%%%%Deep Sea Minstrel%%%%Anti-Magic Arrows%%%%",Droll & Lock Bird%%%%Maliss <P> White Rabbit%%%%Mulcharmy Fuwalos%%%%Maliss <P> Dormouse%%%%Ash Blossom & Joyous Spring%%%%
1313181-76355311.json,Fryderyk Chopin,mozzy,False,True,Dracotail Pan%%%%Ketu Dracotail%%%%Mulcharmy Fuwalos%%%%Dracotail Faimena%%%%Ghost Belle & Haunted Mansion%%%%,"Lollipo☆Yummy%%%%Cupsy☆Yummy%%%%Marshmao☆Yummy%%%%Forbidden Droplet%%%%Mitsurugi no Mikoto, Aramasa%%%%"
1313181-76356373.json,Fryderyk Chopin,Tenco7,False,True,Ketu Dracotail%%%%Rahu Dracotail%%%%Ghost Belle & Haunted Mansion%%%%Effect Veiler%%%%Bystial Magnamhut%%%%,Droll & Lock Bird%%%%R.B. Ga10 Cutter%%%%Speedroid Terrortop%%%%Ash Blossom & Joyous Spring%%%%Speedroid Terrortop%%%%
1313181-76363217.json,Fryderyk Chopin,Jellow44,False,False,Mermail Shadow Squad%%%%Ash Blossom & Joyous Spring%%%%Mulcharmy Fuwalos%%%%Mermail Abyssteus%%%%Anti-Magic Arrows%%%%,Pre-Preparation of Rites%%%%Ash Blossom & Joyous Spring%%%%Mitsurugi Ritual%%%%Cooky☆Yummy%%%%Mitsurugi Prayers%%%%
